Window,Pattern,Target,Triggers,Wins,Balance,ROI,Stability
8,"[np.int64(13), np.int64(25), np.int64(29)]",32,198,11,132,66.66666666666666,6/10 (60%)
8,"[np.int64(13), np.int64(28), np.int64(34)]",33,198,11,132,66.66666666666666,6/9 (67%)
8,"[np.int64(7), np.int64(16), np.int64(23)]",15,162,9,108,66.66666666666666,7/8 (88%)
8,"[np.int64(9), np.int64(13), np.int64(34)]",17,198,11,132,66.66666666666666,6/9 (67%)
8,"[np.int64(0), np.int64(4), np.int64(22)]",37,162,9,108,66.66666666666666,6/10 (60%)
8,"[np.int64(13), np.int64(25), np.int64(29)]",20,198,11,132,66.66666666666666,7/10 (70%)
8,"[np.int64(15), np.int64(24), np.int64(33)]",27,180,10,120,66.66666666666666,6/10 (60%)
8,"[np.int64(5), np.int64(6), np.int64(28)]",19,162,9,108,66.66666666666666,6/9 (67%)
8,"[np.int64(2), np.int64(4), np.int64(18)]",5,144,8,96,66.66666666666666,5/8 (62%)
8,"[np.int64(0), np.int64(19), np.int64(33)]",27,144,8,96,66.66666666666666,6/8 (75%)
8,"[np.int64(0), np.int64(11), np.int64(28)]",31,162,9,108,66.66666666666666,6/9 (67%)
8,"[np.int64(0), np.int64(14), np.int64(33)]",25,162,9,108,66.66666666666666,7/10 (70%)
8,"[np.int64(27), np.int64(30), np.int64(31)]",19,144,8,96,66.66666666666666,6/10 (60%)
8,"[np.int64(4), np.int64(12), np.int64(28)]",37,162,9,108,66.66666666666666,6/9 (67%)
8,"[np.int64(12), np.int64(21), np.int64(32)]",35,108,6,72,66.66666666666666,5/8 (62%)
8,"[np.int64(14), np.int64(22), np.int64(28)]",21,144,8,96,66.66666666666666,6/9 (67%)
8,"[np.int64(14), np.int64(21), np.int64(33)]",24,162,9,108,66.66666666666666,7/9 (78%)
8,"[np.int64(21), np.int64(34), np.int64(37)]",6,216,12,144,66.66666666666666,7/9 (78%)
8,"[np.int64(11), np.int64(24), np.int64(36)]",21,144,8,96,66.66666666666666,7/10 (70%)
8,"[np.int64(17), np.int64(24), np.int64(28)]",1,180,10,120,66.66666666666666,6/9 (67%)
8,"[np.int64(2), np.int64(13), np.int64(35)]",0,162,9,108,66.66666666666666,6/10 (60%)
8,"[np.int64(15), np.int64(22), np.int64(32)]",7,180,10,120,66.66666666666666,6/9 (67%)
8,"[np.int64(16), np.int64(22), np.int64(37)]",15,144,8,96,66.66666666666666,6/9 (67%)
8,"[np.int64(1), np.int64(16), np.int64(36)]",13,144,8,96,66.66666666666666,6/9 (67%)
8,"[np.int64(8), np.int64(22), np.int64(24)]",1,180,10,120,66.66666666666666,7/9 (78%)
8,"[np.int64(2), np.int64(22), np.int64(36)]",30,162,9,108,66.66666666666666,6/9 (67%)
8,"[np.int64(14), np.int64(25), np.int64(33)]",0,144,8,96,66.66666666666666,6/8 (75%)
8,"[np.int64(11), np.int64(26), np.int64(32)]",31,198,11,132,66.66666666666666,6/10 (60%)
8,"[np.int64(24), np.int64(32), np.int64(33)]",2,198,11,132,66.66666666666666,6/10 (60%)
8,"[np.int64(4), np.int64(12), np.int64(15)]",6,180,10,120,66.66666666666666,6/10 (60%)
8,"[np.int64(3), np.int64(10), np.int64(12)]",1,180,10,120,66.66666666666666,6/9 (67%)
8,"[np.int64(22), np.int64(29), np.int64(34)]",26,198,11,132,66.66666666666666,6/10 (60%)
8,"[np.int64(16), np.int64(18), np.int64(24)]",37,198,11,132,66.66666666666666,6/9 (67%)
8,"[np.int64(26), np.int64(29), np.int64(37)]",33,162,9,108,66.66666666666666,6/9 (67%)
8,"[np.int64(12), np.int64(30), np.int64(33)]",18,162,9,108,66.66666666666666,6/10 (60%)
8,"[np.int64(5), np.int64(16), np.int64(31)]",35,180,10,120,66.66666666666666,6/9 (67%)
8,"[np.int64(2), np.int64(17), np.int64(25)]",6,180,10,120,66.66666666666666,7/9 (78%)
8,"[np.int64(8), np.int64(25), np.int64(28)]",24,144,8,96,66.66666666666666,6/9 (67%)
8,"[np.int64(2), np.int64(17), np.int64(34)]",11,162,9,108,66.66666666666666,6/9 (67%)
8,"[np.int64(25), np.int64(30), np.int64(35)]",24,144,8,96,66.66666666666666,6/9 (67%)
8,"[np.int64(11), np.int64(13), np.int64(30)]",15,180,10,120,66.66666666666666,6/9 (67%)
8,"[np.int64(19), np.int64(24), np.int64(33)]",29,162,9,108,66.66666666666666,7/10 (70%)
8,"[np.int64(4), np.int64(34), np.int64(37)]",36,198,11,132,66.66666666666666,6/9 (67%)
8,"[np.int64(22), np.int64(25), np.int64(27)]",12,144,8,96,66.66666666666666,5/8 (62%)
8,"[np.int64(2), np.int64(4), np.int64(18)]",6,144,8,96,66.66666666666666,6/8 (75%)
8,"[np.int64(6), np.int64(17), np.int64(35)]",15,162,9,108,66.66666666666666,6/9 (67%)
8,"[np.int64(27), np.int64(34), np.int64(37)]",2,144,8,96,66.66666666666666,6/9 (67%)
8,"[np.int64(4), np.int64(12), np.int64(28)]",7,162,9,108,66.66666666666666,6/9 (67%)
8,"[np.int64(18), np.int64(30), np.int64(34)]",26,198,11,132,66.66666666666666,6/10 (60%)
8,"[np.int64(12), np.int64(28), np.int64(36)]",10,180,10,120,66.66666666666666,5/8 (62%)
5,"[np.int64(26), np.int64(36)]",32,325,18,215,66.15384615384615,6/10 (60%)
5,"[np.int64(7), np.int64(14)]",30,307,17,203,66.12377850162866,7/10 (70%)
5,"[np.int64(27), np.int64(31)]",3,271,15,179,66.05166051660517,7/9 (78%)
8,"[np.int64(0), np.int64(10), np.int64(29)]",17,235,13,155,65.95744680851064,7/9 (78%)
8,"[np.int64(16), np.int64(19), np.int64(23)]",2,217,12,143,65.89861751152074,6/9 (67%)
8,"[np.int64(1), np.int64(6), np.int64(14)]",13,217,12,143,65.89861751152074,6/9 (67%)
8,"[np.int64(1), np.int64(20), np.int64(33)]",8,217,12,143,65.89861751152074,7/10 (70%)
8,"[np.int64(5), np.int64(19), np.int64(30)]",31,217,12,143,65.89861751152074,7/9 (78%)
8,"[np.int64(6), np.int64(16), np.int64(20)]",9,217,12,143,65.89861751152074,6/9 (67%)
8,"[np.int64(1), np.int64(5), np.int64(26)]",23,217,12,143,65.89861751152074,6/9 (67%)
8,"[np.int64(17), np.int64(23), np.int64(29)]",10,217,12,143,65.89861751152074,8/10 (80%)
8,"[np.int64(7), np.int64(8), np.int64(15)]",13,217,12,143,65.89861751152074,7/10 (70%)
8,"[np.int64(2), np.int64(23), np.int64(24)]",33,217,12,143,65.89861751152074,7/10 (70%)
8,"[np.int64(3), np.int64(22), np.int64(29)]",31,217,12,143,65.89861751152074,6/9 (67%)
8,"[np.int64(14), np.int64(23), np.int64(29)]",6,217,12,143,65.89861751152074,7/9 (78%)
8,"[np.int64(13), np.int64(17), np.int64(19)]",14,199,11,131,65.82914572864321,7/10 (70%)
8,"[np.int64(16), np.int64(22), np.int64(31)]",27,199,11,131,65.82914572864321,6/9 (67%)
8,"[np.int64(8), np.int64(10), np.int64(36)]",12,199,11,131,65.82914572864321,6/9 (67%)
8,"[np.int64(8), np.int64(10), np.int64(36)]",33,199,11,131,65.82914572864321,7/9 (78%)
8,"[np.int64(13), np.int64(17), np.int64(19)]",18,199,11,131,65.82914572864321,7/10 (70%)
8,"[np.int64(13), np.int64(17), np.int64(37)]",1,199,11,131,65.82914572864321,7/9 (78%)
8,"[np.int64(25), np.int64(32), np.int64(34)]",33,199,11,131,65.82914572864321,6/10 (60%)
8,"[np.int64(6), np.int64(9), np.int64(16)]",37,199,11,131,65.82914572864321,6/9 (67%)
8,"[np.int64(15), np.int64(23), np.int64(28)]",11,199,11,131,65.82914572864321,6/9 (67%)
8,"[np.int64(1), np.int64(18), np.int64(24)]",4,199,11,131,65.82914572864321,7/10 (70%)
8,"[np.int64(20), np.int64(30), np.int64(32)]",22,199,11,131,65.82914572864321,6/9 (67%)
8,"[np.int64(0), np.int64(13), np.int64(32)]",7,199,11,131,65.82914572864321,8/9 (89%)
8,"[np.int64(13), np.int64(35), np.int64(37)]",0,199,11,131,65.82914572864321,7/9 (78%)
8,"[np.int64(9), np.int64(20), np.int64(31)]",32,199,11,131,65.82914572864321,6/10 (60%)
8,"[np.int64(12), np.int64(15), np.int64(36)]",11,199,11,131,65.82914572864321,6/10 (60%)
8,"[np.int64(12), np.int64(28), np.int64(33)]",24,199,11,131,65.82914572864321,6/9 (67%)
8,"[np.int64(1), np.int64(14), np.int64(16)]",34,199,11,131,65.82914572864321,6/9 (67%)
8,"[np.int64(21), np.int64(22), np.int64(32)]",10,199,11,131,65.82914572864321,5/8 (62%)
8,"[np.int64(3), np.int64(20), np.int64(29)]",34,199,11,131,65.82914572864321,6/8 (75%)
8,"[np.int64(4), np.int64(13), np.int64(33)]",19,199,11,131,65.82914572864321,6/10 (60%)
8,"[np.int64(10), np.int64(29), np.int64(36)]",12,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(5), np.int64(16), np.int64(27)]",29,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(15), np.int64(16), np.int64(17)]",37,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(15), np.int64(28), np.int64(32)]",24,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(0), np.int64(17), np.int64(27)]",11,181,10,119,65.74585635359117,6/10 (60%)
8,"[np.int64(0), np.int64(17), np.int64(27)]",12,181,10,119,65.74585635359117,6/10 (60%)
8,"[np.int64(10), np.int64(31), np.int64(35)]",9,181,10,119,65.74585635359117,7/9 (78%)
8,"[np.int64(7), np.int64(18), np.int64(23)]",20,181,10,119,65.74585635359117,6/10 (60%)
8,"[np.int64(6), np.int64(14), np.int64(35)]",32,181,10,119,65.74585635359117,7/9 (78%)
8,"[np.int64(10), np.int64(28), np.int64(35)]",16,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(1), np.int64(2), np.int64(25)]",33,181,10,119,65.74585635359117,7/9 (78%)
8,"[np.int64(9), np.int64(23), np.int64(35)]",34,181,10,119,65.74585635359117,8/10 (80%)
8,"[np.int64(14), np.int64(25), np.int64(29)]",23,181,10,119,65.74585635359117,6/10 (60%)
8,"[np.int64(22), np.int64(23), np.int64(36)]",21,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(1), np.int64(13), np.int64(35)]",9,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(11), np.int64(30), np.int64(31)]",35,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(6), np.int64(14), np.int64(35)]",3,181,10,119,65.74585635359117,7/9 (78%)
8,"[np.int64(10), np.int64(31), np.int64(35)]",11,181,10,119,65.74585635359117,7/9 (78%)
8,"[np.int64(13), np.int64(20), np.int64(37)]",6,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(13), np.int64(14), np.int64(21)]",29,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(12), np.int64(35), np.int64(36)]",13,181,10,119,65.74585635359117,6/10 (60%)
8,"[np.int64(10), np.int64(14), np.int64(17)]",34,181,10,119,65.74585635359117,5/8 (62%)
8,"[np.int64(2), np.int64(26), np.int64(33)]",4,181,10,119,65.74585635359117,6/10 (60%)
8,"[np.int64(2), np.int64(11), np.int64(35)]",19,181,10,119,65.74585635359117,6/10 (60%)
8,"[np.int64(3), np.int64(10), np.int64(26)]",33,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(15), np.int64(20), np.int64(30)]",31,181,10,119,65.74585635359117,8/10 (80%)
8,"[np.int64(11), np.int64(30), np.int64(31)]",9,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(0), np.int64(6), np.int64(26)]",31,181,10,119,65.74585635359117,7/8 (88%)
8,"[np.int64(5), np.int64(21), np.int64(32)]",14,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(12), np.int64(26), np.int64(28)]",32,181,10,119,65.74585635359117,6/9 (67%)
8,"[np.int64(8), np.int64(12), np.int64(33)]",30,163,9,107,65.6441717791411,7/10 (70%)
8,"[np.int64(4), np.int64(12), np.int64(32)]",35,163,9,107,65.6441717791411,7/10 (70%)
8,"[np.int64(2), np.int64(22), np.int64(32)]",14,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(0), np.int64(18), np.int64(37)]",15,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(2), np.int64(24), np.int64(34)]",4,163,9,107,65.6441717791411,7/9 (78%)
8,"[np.int64(16), np.int64(25), np.int64(26)]",34,163,9,107,65.6441717791411,7/9 (78%)
8,"[np.int64(0), np.int64(14), np.int64(27)]",17,163,9,107,65.6441717791411,6/10 (60%)
8,"[np.int64(7), np.int64(10), np.int64(15)]",13,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(0), np.int64(2), np.int64(28)]",3,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(33), np.int64(34), np.int64(35)]",23,163,9,107,65.6441717791411,6/10 (60%)
8,"[np.int64(4), np.int64(6), np.int64(25)]",1,163,9,107,65.6441717791411,7/10 (70%)
8,"[np.int64(3), np.int64(21), np.int64(29)]",34,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(4), np.int64(27), np.int64(35)]",5,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(23), np.int64(24), np.int64(35)]",36,163,9,107,65.6441717791411,6/10 (60%)
8,"[np.int64(3), np.int64(14), np.int64(34)]",32,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(13), np.int64(20), np.int64(21)]",34,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(1), np.int64(5), np.int64(21)]",29,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(9), np.int64(26), np.int64(30)]",23,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(2), np.int64(7), np.int64(35)]",23,163,9,107,65.6441717791411,7/10 (70%)
8,"[np.int64(4), np.int64(17), np.int64(31)]",35,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(0), np.int64(19), np.int64(26)]",18,163,9,107,65.6441717791411,6/9 (67%)
8,"[np.int64(12), np.int64(13), np.int64(34)]",30,163,9,107,65.6441717791411,6/10 (60%)
8,"[np.int64(33), np.int64(34), np.int64(35)]",0,163,9,107,65.6441717791411,6/10 (60%)
8,"[np.int64(21), np.int64(24), np.int64(27)]",2,163,9,107,65.6441717791411,6/9 (67%)
5,"[np.int64(11), np.int64(29)]",3,308,17,202,65.5844155844156,6/10 (60%)
5,"[np.int64(14), np.int64(28)]",19,308,17,202,65.5844155844156,7/9 (78%)
3,"[np.int64(6), np.int64(28)]",18,145,8,95,65.51724137931035,7/9 (78%)
3,"[np.int64(22), np.int64(34)]",21,145,8,95,65.51724137931035,6/10 (60%)
3,"[np.int64(0), np.int64(21)]",34,145,8,95,65.51724137931035,7/9 (78%)
3,"[np.int64(29), np.int64(33)]",28,145,8,95,65.51724137931035,6/10 (60%)
3,"[np.int64(16), np.int64(24)]",11,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(8), np.int64(22), np.int64(29)]",7,145,8,95,65.51724137931035,7/9 (78%)
8,"[np.int64(9), np.int64(10), np.int64(28)]",16,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(7), np.int64(26), np.int64(30)]",33,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(8), np.int64(22), np.int64(29)]",5,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(14), np.int64(25), np.int64(35)]",5,145,8,95,65.51724137931035,6/10 (60%)
8,"[np.int64(27), np.int64(28), np.int64(35)]",4,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(0), np.int64(3), np.int64(30)]",18,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(4), np.int64(25), np.int64(33)]",9,145,8,95,65.51724137931035,7/10 (70%)
8,"[np.int64(2), np.int64(3), np.int64(26)]",10,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(2), np.int64(3), np.int64(26)]",37,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(12), np.int64(19), np.int64(23)]",37,145,8,95,65.51724137931035,6/10 (60%)
8,"[np.int64(8), np.int64(16), np.int64(19)]",7,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(18), np.int64(25), np.int64(28)]",31,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(2), np.int64(3), np.int64(4)]",35,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(1), np.int64(12), np.int64(21)]",9,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(9), np.int64(32), np.int64(36)]",3,145,8,95,65.51724137931035,6/10 (60%)
8,"[np.int64(0), np.int64(3), np.int64(30)]",34,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(13), np.int64(14), np.int64(27)]",29,145,8,95,65.51724137931035,7/10 (70%)
8,"[np.int64(8), np.int64(12), np.int64(24)]",16,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(8), np.int64(10), np.int64(29)]",24,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(7), np.int64(17), np.int64(19)]",22,145,8,95,65.51724137931035,6/10 (60%)
8,"[np.int64(0), np.int64(3), np.int64(30)]",14,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(28), np.int64(31), np.int64(32)]",26,145,8,95,65.51724137931035,6/9 (67%)
8,"[np.int64(8), np.int64(9), np.int64(18)]",17,145,8,95,65.51724137931035,6/10 (60%)
8,"[np.int64(8), np.int64(22), np.int64(29)]",23,145,8,95,65.51724137931035,6/9 (67%)
3,"[np.int64(7), np.int64(15)]",0,127,7,83,65.35433070866141,6/10 (60%)
8,"[np.int64(7), np.int64(8), np.int64(36)]",0,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(17), np.int64(26), np.int64(36)]",17,127,7,83,65.35433070866141,7/9 (78%)
8,"[np.int64(5), np.int64(27), np.int64(37)]",0,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(2), np.int64(20), np.int64(27)]",4,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(9), np.int64(24), np.int64(26)]",21,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(30), np.int64(36), np.int64(37)]",28,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(8), np.int64(12), np.int64(22)]",16,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(2), np.int64(20), np.int64(27)]",8,127,7,83,65.35433070866141,7/9 (78%)
8,"[np.int64(1), np.int64(11), np.int64(28)]",32,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(2), np.int64(14), np.int64(20)]",33,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(8), np.int64(12), np.int64(28)]",31,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(3), np.int64(14), np.int64(30)]",12,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(3), np.int64(14), np.int64(30)]",32,127,7,83,65.35433070866141,7/9 (78%)
8,"[np.int64(7), np.int64(26), np.int64(27)]",3,127,7,83,65.35433070866141,5/8 (62%)
8,"[np.int64(21), np.int64(26), np.int64(36)]",27,127,7,83,65.35433070866141,6/9 (67%)
8,"[np.int64(5), np.int64(17), np.int64(24)]",19,127,7,83,65.35433070866141,5/8 (62%)
8,"[np.int64(5), np.int64(17), np.int64(24)]",21,127,7,83,65.35433070866141,5/8 (62%)
8,"[np.int64(16), np.int64(28), np.int64(35)]",8,236,13,154,65.2542372881356,6/9 (67%)
8,"[np.int64(1), np.int64(15), np.int64(18)]",35,236,13,154,65.2542372881356,7/10 (70%)
8,"[np.int64(6), np.int64(15), np.int64(31)]",4,236,13,154,65.2542372881356,6/9 (67%)
8,"[np.int64(0), np.int64(22), np.int64(23)]",9,236,13,154,65.2542372881356,6/9 (67%)
8,"[np.int64(6), np.int64(15), np.int64(31)]",1,236,13,154,65.2542372881356,6/9 (67%)
8,"[np.int64(1), np.int64(15), np.int64(31)]",4,236,13,154,65.2542372881356,7/9 (78%)
3,"[np.int64(20), np.int64(30)]",1,109,6,71,65.13761467889908,6/10 (60%)
8,"[np.int64(22), np.int64(26), np.int64(31)]",0,218,12,142,65.13761467889908,6/9 (67%)
8,"[np.int64(16), np.int64(19), np.int64(34)]",2,109,6,71,65.13761467889908,5/8 (62%)
8,"[np.int64(0), np.int64(23), np.int64(33)]",0,218,12,142,65.13761467889908,8/10 (80%)
8,"[np.int64(9), np.int64(13), np.int64(37)]",1,218,12,142,65.13761467889908,7/9 (78%)
8,"[np.int64(9), np.int64(21), np.int64(27)]",16,218,12,142,65.13761467889908,6/9 (67%)
8,"[np.int64(19), np.int64(21), np.int64(32)]",36,218,12,142,65.13761467889908,7/9 (78%)
8,"[np.int64(16), np.int64(19), np.int64(34)]",6,109,6,71,65.13761467889908,6/8 (75%)
8,"[np.int64(19), np.int64(31), np.int64(36)]",33,218,12,142,65.13761467889908,6/10 (60%)
8,"[np.int64(19), np.int64(31), np.int64(36)]",3,218,12,142,65.13761467889908,7/10 (70%)
8,"[np.int64(19), np.int64(31), np.int64(36)]",12,218,12,142,65.13761467889908,6/10 (60%)
8,"[np.int64(5), np.int64(20), np.int64(37)]",9,109,6,71,65.13761467889908,6/9 (67%)
5,"[np.int64(6), np.int64(8)]",21,418,23,272,65.07177033492823,7/9 (78%)
5,"[np.int64(11), np.int64(36)]",4,309,17,201,65.0485436893204,6/10 (60%)
5,"[np.int64(15), np.int64(36)]",0,400,22,260,65.0,6/10 (60%)
5,"[np.int64(5), np.int64(33)]",32,400,22,260,65.0,7/9 (78%)
8,"[np.int64(1), np.int64(3), np.int64(17)]",13,200,11,130,65.0,6/9 (67%)
8,"[np.int64(0), np.int64(16), np.int64(26)]",22,200,11,130,65.0,6/9 (67%)
8,"[np.int64(23), np.int64(24), np.int64(33)]",4,200,11,130,65.0,6/10 (60%)
8,"[np.int64(6), np.int64(19), np.int64(23)]",16,200,11,130,65.0,7/9 (78%)
8,"[np.int64(0), np.int64(25), np.int64(35)]",11,200,11,130,65.0,7/10 (70%)
8,"[np.int64(8), np.int64(24), np.int64(26)]",0,200,11,130,65.0,7/9 (78%)
8,"[np.int64(16), np.int64(26), np.int64(37)]",5,200,11,130,65.0,6/9 (67%)
8,"[np.int64(13), np.int64(15), np.int64(37)]",3,200,11,130,65.0,6/9 (67%)
8,"[np.int64(7), np.int64(9), np.int64(37)]",23,200,11,130,65.0,6/10 (60%)
8,"[np.int64(6), np.int64(17), np.int64(37)]",24,200,11,130,65.0,6/9 (67%)
8,"[np.int64(2), np.int64(8), np.int64(34)]",17,200,11,130,65.0,6/10 (60%)
8,"[np.int64(6), np.int64(19), np.int64(23)]",0,200,11,130,65.0,7/9 (78%)
8,"[np.int64(21), np.int64(23), np.int64(26)]",27,200,11,130,65.0,6/9 (67%)
8,"[np.int64(16), np.int64(20), np.int64(22)]",32,200,11,130,65.0,6/9 (67%)
8,"[np.int64(8), np.int64(22), np.int64(27)]",4,200,11,130,65.0,6/9 (67%)
8,"[np.int64(2), np.int64(8), np.int64(24)]",15,200,11,130,65.0,6/10 (60%)
8,"[np.int64(18), np.int64(20), np.int64(34)]",24,200,11,130,65.0,6/10 (60%)
5,"[np.int64(4), np.int64(31)]",35,455,25,295,64.83516483516483,7/10 (70%)
8,"[np.int64(19), np.int64(23), np.int64(35)]",16,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(6), np.int64(14), np.int64(31)]",23,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(6), np.int64(16), np.int64(19)]",23,182,10,118,64.83516483516483,7/9 (78%)
8,"[np.int64(6), np.int64(11), np.int64(16)]",18,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(4), np.int64(15), np.int64(22)]",11,182,10,118,64.83516483516483,7/9 (78%)
8,"[np.int64(15), np.int64(30), np.int64(36)]",0,182,10,118,64.83516483516483,6/10 (60%)
8,"[np.int64(1), np.int64(9), np.int64(27)]",13,182,10,118,64.83516483516483,6/10 (60%)
8,"[np.int64(1), np.int64(17), np.int64(34)]",4,182,10,118,64.83516483516483,7/9 (78%)
8,"[np.int64(2), np.int64(21), np.int64(33)]",23,182,10,118,64.83516483516483,7/9 (78%)
8,"[np.int64(3), np.int64(15), np.int64(27)]",16,182,10,118,64.83516483516483,7/10 (70%)
8,"[np.int64(3), np.int64(22), np.int64(27)]",1,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(7), np.int64(23), np.int64(33)]",1,182,10,118,64.83516483516483,6/10 (60%)
8,"[np.int64(2), np.int64(19), np.int64(34)]",3,182,10,118,64.83516483516483,7/9 (78%)
8,"[np.int64(18), np.int64(21), np.int64(26)]",22,182,10,118,64.83516483516483,8/9 (89%)
8,"[np.int64(2), np.int64(11), np.int64(32)]",31,182,10,118,64.83516483516483,7/9 (78%)
8,"[np.int64(2), np.int64(11), np.int64(32)]",26,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(13), np.int64(25), np.int64(28)]",33,182,10,118,64.83516483516483,7/8 (88%)
8,"[np.int64(5), np.int64(12), np.int64(16)]",20,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(9), np.int64(24), np.int64(28)]",21,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(9), np.int64(14), np.int64(24)]",32,182,10,118,64.83516483516483,5/8 (62%)
8,"[np.int64(9), np.int64(15), np.int64(31)]",24,182,10,118,64.83516483516483,6/10 (60%)
8,"[np.int64(13), np.int64(25), np.int64(28)]",12,182,10,118,64.83516483516483,7/8 (88%)
8,"[np.int64(11), np.int64(32), np.int64(35)]",31,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(1), np.int64(26), np.int64(37)]",3,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(7), np.int64(23), np.int64(35)]",15,182,10,118,64.83516483516483,6/10 (60%)
8,"[np.int64(12), np.int64(20), np.int64(36)]",19,182,10,118,64.83516483516483,6/10 (60%)
8,"[np.int64(0), np.int64(16), np.int64(30)]",34,182,10,118,64.83516483516483,7/9 (78%)
8,"[np.int64(3), np.int64(4), np.int64(19)]",13,182,10,118,64.83516483516483,6/9 (67%)
8,"[np.int64(28), np.int64(31), np.int64(36)]",2,182,10,118,64.83516483516483,6/9 (67%)
5,"[np.int64(8), np.int64(22)]",26,437,24,283,64.75972540045767,7/10 (70%)
8,"[np.int64(0), np.int64(23), np.int64(27)]",7,255,14,165,64.70588235294117,6/9 (67%)
8,"[np.int64(1), np.int64(12), np.int64(29)]",17,164,9,106,64.63414634146342,7/9 (78%)
8,"[np.int64(10), np.int64(23), np.int64(26)]",33,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(19), np.int64(20), np.int64(29)]",0,164,9,106,64.63414634146342,7/9 (78%)
8,"[np.int64(26), np.int64(27), np.int64(32)]",33,164,9,106,64.63414634146342,5/8 (62%)
8,"[np.int64(19), np.int64(24), np.int64(26)]",29,164,9,106,64.63414634146342,6/10 (60%)
8,"[np.int64(6), np.int64(8), np.int64(9)]",17,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(22), np.int64(30), np.int64(37)]",24,164,9,106,64.63414634146342,8/10 (80%)
8,"[np.int64(15), np.int64(21), np.int64(27)]",5,164,9,106,64.63414634146342,6/9 (67%)
8,"[np.int64(12), np.int64(13), np.int64(30)]",37,164,9,106,64.63414634146342,7/10 (70%)
8,"[np.int64(3), np.int64(11), np.int64(30)]",4,164,9,106,64.63414634146342,7/9 (78%)
8,"[np.int64(19), np.int64(20), np.int64(29)]",1,164,9,106,64.63414634146342,7/9 (78%)
8,"[np.int64(14), np.int64(34), np.int64(35)]",32,164,9,106,64.63414634146342,6/10 (60%)
